"SEO Data","In Stock","Weight","Name","SKU","Formatted Discounted Price","Product Options","Main Media","Description","ID","Discounted Price","Formatted Price","Price","Quantity In Stock","Collections","Inventory Item","Updated Date","Formatted Price Per Unit","Slug","Product Type","Brand","Ribbons","Price Per Unit Data","Media Items","Track Inventory","Custom Text Fields","Price Per Unit","Ribbon","Currency","Product Page Url","Numeric Id","Manage Variants","Discount","Additional Info Sections","Date Created"
,true,0,"Củ sạc Anker 33W 2 cổng Type C - USB-A A2331","CAB-5","90.000₫",{},"wix:image://v1/65e081_90e6ebd2aa2745dea60b325aed992abd~mv2.png/file.png#originWidth=358&originHeight=358","<ul><li>Kích thước nhỏ gọn, dễ dàng mang theo sạc ra bên cạnh</li><li>Công suất sạc 33W đảm bảo thời gian sạc nhanh chóng</li><li>Cổng Type-C và USB A tương thích với đa dạng thiết bị</li><li>Công nghệ PD và PowerIQ giúp an tâm hơn khi sử dụng</li></ul>","4f15436e-c4ca-4f8c-9f30-923307173bca",90000,"300.000₫",300000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""7c3c9c60-b004-d87b-7471-a38f8dd6438b"",""00000000-000000-000000-000000000001""]","b0eabc91-3b35-b073-60cf-6dccf8e8c435",2024-11-15T17:06:54Z,,"củ-sạc-anker-33w-2-cổng-type-c-usb-a-a2331","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_90e6ebd2aa2745dea60b325aed992abd~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_90e6ebd2aa2745dea60b325aed992abd~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/củ-sạc-anker-33w-2-cổng-type-c-usb-a-a2331","1731384701510144",false,"{""type"":""AMOUNT"",""value"":210000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Cổng sạc ra : 1 x Type-C, 1 x USB-A</li> \n <li>Sạc tối đa : 2 thiết bị</li> \n <li>Công suất sạc : 33 W</li> \n <li>Tính năng : Sạc nhanh, Dùng được cho laptop, Có chip điều khiển, Power Delivery, PowerIQ</li> \n <li>Hãng sản xuất : Anker</li> \n <li>Kích thước &amp; Trọng lượng : Kích thước35 x 35 x 40mmTrọng lượng62g</li> \n <li>Thông số kỹ thuật : Cổng sạc ra1 x Type-C, 1 x USB-ASạc tối đa2 thiết bịCông suất sạc33 WTính năngSạc nhanh, Dùng được cho laptop, Có chip điều khiển, Power Delivery, PowerIQ</li> \n <li>Thông tin hãng : Hãng sản xuấtAnker</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Đế sạc Mophie Snap+ Stand & Pad 15W","CAB-4","1.690.000₫",{},"wix:image://v1/65e081_1bb60b5170ad4fa8837a5297d58d4fc2~mv2.png/file.png#originWidth=358&originHeight=358","<ul><li>Sạc không dây 15W, tương thích MagSafe.</li><li>Thương hiệu Mỹ, được Apple cấp phép, bán tại Apple Store.</li><li>Thiết kế sang trọng, vải Fabric cao cấp, chống bám vân tay.</li><li>Sạc tối đa 2 thiết bị, vị trí sạc AirPods 5W, chế độ dọc/ngang, đế chắc chắn, thân thiện môi trường.</li></ul>","2160adf4-c443-498a-946c-a3ee2597f965",1690000,"1.990.000₫",1990000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117""]","de9f520b-3bbc-b675-6b93-5c11da68069a",2024-11-15T17:06:54Z,,"đế-sạc-mophie-snap-stand-pad-15w","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_1bb60b5170ad4fa8837a5297d58d4fc2~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_1bb60b5170ad4fa8837a5297d58d4fc2~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/đế-sạc-mophie-snap-stand-pad-15w","1731384701510160",false,"{""type"":""AMOUNT"",""value"":300000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Loại cáp sạc : Đế sạc không dây</li> \n <li>Sạc tối đa : 2 thiết bị</li> \n <li>Công suất sạc : 15W</li> \n <li>Tính năng : Chống cháy nổ, Hỗ trợ sạc MagSafe, Sạc không dây</li> \n <li>Hãng sản xuất : Mophie</li> \n <li>Tiện ích : Cho phép sạc tối đa 2 thiết bị cùng một lúcChế độ dọc lẫn ngang, lý tưởng để xem video</li> \n <li>Thông số kỹ thuật : Loại cáp sạcĐế sạc không dâySạc tối đa2 thiết bịCông suất sạc15WTính năngChống cháy nổ, Hỗ trợ sạc MagSafe, Sạc không dây</li> \n <li>Thông tin hãng : Hãng sản xuấtMophie</li> \n <li>Thông số khác : Tiện íchCho phép sạc tối đa 2 thiết bị cùng một lúcChế độ dọc lẫn ngang, lý tưởng để xem video</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Sạc Apple iPhone 20w cổng Type C -  PD MUVV3ZA/A chính hãng","CAB-3","490.000₫",{},"wix:image://v1/65e081_4b9cff8efb5b438083faa68c6e6cb2f5~mv2.jpg/file.jpg#originWidth=358&originHeight=358","<ul><li>Sở hữu thiết kế thanh lịch với tone màu trắng nhẹ nhàng</li><li>Tích hợp 1 cổng Type-C phù hợp với nhiều thiết bị Apple</li><li>Công suất 20W và công nghệ PD vừa nhanh, vừa an toàn</li><li>Củ sạc Apple chính hãng có độ bền vượt trội, lâu dài</li></ul>","8b46c5d5-ddc9-4d05-9147-d3083e76b966",490000,"890.000₫",890000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""7c3c9c60-b004-d87b-7471-a38f8dd6438b"",""00000000-000000-000000-000000000001""]","74b93a2a-2236-b2fa-6eb8-2cf7c1894699",2024-11-15T17:06:54Z,,"sạc-apple-iphone-20w-cổng-type-c-pd-muvv3za-a-chính-hãng","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_4b9cff8efb5b438083faa68c6e6cb2f5~mv2.jpg"",""link"":null,""src"":""wix:image://v1/65e081_4b9cff8efb5b438083faa68c6e6cb2f5~mv2.jpg/file.jpg#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/sạc-apple-iphone-20w-cổng-type-c-pd-muvv3za-a-chính-hãng","1731384701510176",false,"{""type"":""AMOUNT"",""value"":400000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Cổng sạc ra : 1 x Type-C</li> \n <li>Công suất sạc : 20W</li> \n <li>Tính năng : Sạc nhanh, Power Delivery</li> \n <li>Hãng sản xuất : Apple Chính hãng</li> \n <li>Thông số kỹ thuật : Cổng sạc ra1 x Type-CCông suất sạc20WTính năngSạc nhanh, Power Delivery</li> \n <li>Thông tin hãng : Hãng sản xuấtApple Chính hãng</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Củ sạc Anker 30W Nano 3 PD Type-C A2147","CAB-2","400.000₫",{},"wix:image://v1/65e081_4af4531366d74eef8b92a0c58adee0db~mv2.png/file.png#originWidth=358&originHeight=358","<ul><li>Kích thước nhỏ gọn giúp dễ dàng mang theo bên cạnh</li><li>Công suất sạc 30W đảm bảo thời gian sạc nhanh chóng</li><li>Cổng Type-C tương thích với đa dạng thiết bị khác nhau</li><li>Công nghệ PD và PowerIQ giúp an tâm hơn khi sử dụng</li></ul>","c5404392-1e1d-4fd8-9db8-57301031788f",400000,"400.000₫",400000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""7c3c9c60-b004-d87b-7471-a38f8dd6438b"",""00000000-000000-000000-000000000001""]","3abfbc6d-e1e2-b027-6247-a8cfefce8770",2024-11-15T17:06:54Z,,"củ-sạc-anker-30w-nano-3-pd-type-c-a2147","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_4af4531366d74eef8b92a0c58adee0db~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_4af4531366d74eef8b92a0c58adee0db~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/củ-sạc-anker-30w-nano-3-pd-type-c-a2147","1731384701510192",false,"{""type"":""NONE"",""value"":0}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Cổng sạc ra : 1 x Type-C</li> \n <li>Sạc tối đa : 1 thiết bị</li> \n <li>Công suất sạc : 30W</li> \n <li>Tính năng : Siêu bền, Sạc nhanh, Chống cháy nổ, Có chip điều khiển, Power Delivery, PowerIQ</li> \n <li>Hãng sản xuất : Anker</li> \n <li>Kích thước &amp; Trọng lượng : Kích thước28.4 × 28.4 × 35.3 mmTrọng lượng37 gr</li> \n <li>Thông số kỹ thuật : Cổng sạc ra1 x Type-CSạc tối đa1 thiết bịCông suất sạc30WTính năngSiêu bền, Sạc nhanh, Chống cháy nổ, Có chip điều khiển, Power Delivery, PowerIQ</li> \n <li>Thông tin hãng : Hãng sản xuấtAnker</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Sạc nhanh Ugreen Robot CD361 3 cổng USB-C và USB-A GaN 65W","CAB-1","380.000₫",{},"wix:image://v1/65e081_cfd709de22e54d6bbf91dec5473b72a1~mv2.png/file.png#originWidth=358&originHeight=358","<ul><li>Tích hợp nhiều tính năng an toàn như: bảo vệ ngắn mạch, quá tải, nhiệt độ và quá điện áp</li><li>Thiết kế robot siêu hiện đại, dễ thương có mặt robot là màn hình LED hiển thị trạng thái sạc</li><li>Có thể tương thích với nhiều thiết bị, sạc tối đa 3 thiết bị với 2 cổng USB-C và 1 cổng USB-A</li><li>Công nghệ sạc GaN Fast công suất sạc 65W mạnh mẽ, chỉ 30 phút sạc Macbook Air 50% pin</li></ul>","4d8ca6bd-11e8-4a64-bc22-8f6a33321fe7",380000,"530.000₫",530000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""7c3c9c60-b004-d87b-7471-a38f8dd6438b"",""00000000-000000-000000-000000000001""]","b2735942-ee17-b59b-43dd-7095cccde018",2024-11-15T17:06:54Z,,"sạc-nhanh-ugreen-robot-cd361-3-cổng-usb-c-và-usb-a-gan-65w-1","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_cfd709de22e54d6bbf91dec5473b72a1~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_cfd709de22e54d6bbf91dec5473b72a1~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/sạc-nhanh-ugreen-robot-cd361-3-cổng-usb-c-và-usb-a-gan-65w-1","1731384701510207",false,"{""type"":""AMOUNT"",""value"":150000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Cổng sạc ra : 2 x Type-C, 1 x USB-A</li> \n <li>Sạc tối đa : 3 thiết bị</li> \n <li>Công suất sạc : 65W</li> \n <li>Tính năng : Sạc nhanh, Chống cháy nổ</li> \n <li>Hãng sản xuất : Ugreen</li> \n <li>Tiện ích : Công nghệ GaNFastMặt robot là màn hình LED hiển thị các biểu thức khác nhau về trạng thái sạcBảo vệ ngắn mạch, quá tải, nhiệt độ và quá điện áp</li> \n <li>Kích thước &amp; Trọng lượng : Kích thước42.67 x 46.99 x 67.31 mmTrọng lượng0.22 kg</li> \n <li>Thông số kỹ thuật : Cổng sạc ra2 x Type-C, 1 x USB-ASạc tối đa3 thiết bịCông suất sạc65WTính năngSạc nhanh, Chống cháy nổ</li> \n <li>Thông tin hãng : Hãng sản xuấtUgreen</li> \n <li>Thông số khác : Tiện íchCông nghệ GaNFastMặt robot là màn hình LED hiển thị các biểu thức khác nhau về trạng thái sạcBảo vệ ngắn mạch, quá tải, nhiệt độ và quá điện áp</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Ốp lưng iPhone 12 Pro Max Filada viền màu camera","CSE-11","140.000₫",{},"wix:image://v1/65e081_55cc0e3baad84c01843d72a35a68771d~mv2.png/file.png#originWidth=358&originHeight=358","<ul></ul>","2e5454ab-1506-4fb3-8d9b-9a571fc1dada",140000,"200.000₫",200000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""9fd1ca9a-4a4f-9e89-0a3c-0e25e280609f"",""00000000-000000-000000-000000000001""]","d1abab54-eaf9-b04c-7264-65a8e03e2525",2024-11-15T17:06:54Z,,"ốp-lưng-iphone-12-pro-max-filada-viền-màu-camera","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_55cc0e3baad84c01843d72a35a68771d~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_55cc0e3baad84c01843d72a35a68771d~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/ốp-lưng-iphone-12-pro-max-filada-viền-màu-camera","1731384701510223",false,"{""type"":""AMOUNT"",""value"":60000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Dòng sản phẩm : iPhone 12 Pro Max</li> \n <li>Phân loại ốp : Ốp trong</li> \n <li>Hãng sản xuất : Hãng khác</li> \n <li>Thông số khác : Dòng sản phẩmiPhone 12 Pro MaxPhân loại ốpỐp trong</li> \n <li>Thông tin hãng : Hãng sản xuấtHãng khác</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Ốp lưng iPhone 14 Plus | 15 Plus Zagg Clear","CSE-10","390.000₫",{},"wix:image://v1/65e081_f532c8d15e804888a8f0634a937dd507~mv2.png/file.png#originWidth=358&originHeight=358","<ul></ul>","6ff3ff77-460b-4a99-ac7e-2bf287756a11",390000,"390.000₫",390000,,"[""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""9fd1ca9a-4a4f-9e89-0a3c-0e25e280609f"",""00000000-000000-000000-000000000001""]","900c0088-b9f4-b566-5381-d40d788a95ee",2024-11-15T17:06:54Z,,"ốp-lưng-iphone-14-plus-15-plus-zagg-clear","physical",,[],,"[{""description"":"""",""id"":""65e081_f532c8d15e804888a8f0634a937dd507~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_f532c8d15e804888a8f0634a937dd507~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,,"VND","/product-page/ốp-lưng-iphone-14-plus-15-plus-zagg-clear","1731384701510239",false,"{""type"":""NONE"",""value"":0}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Dòng sản phẩm : iPhone 14 Plus | iPhone 15 Plus</li> \n <li>Phân loại ốp : Ốp trong</li> \n <li>Dùng được cho : iPhone 14 PlusiPhone 15 Plus</li> \n <li>Hãng sản xuất : ZAGG</li> \n <li>Thông số khác : Dòng sản phẩmiPhone 14 Plus | iPhone 15 PlusPhân loại ốpỐp trongDùng được choiPhone 14 PlusiPhone 15 Plus</li> \n <li>Thông tin hãng : Hãng sản xuấtZAGG</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Ốp lưng iPhone 15 Zagg Milan With Magsafe","CSE-9","810.000₫",{},"wix:image://v1/65e081_c7816b09dea64c7e9299dd0cf29354be~mv2.png/file.png#originWidth=358&originHeight=358","<ul><li>Khả năng chống sốc lên đến 4m, bảo vệ điện thoại an toàn khi va đập.</li><li>Hạn chế ố vàng ở mặt lưng giúp giữ được màu sắc sau một thời gian sử dụng.</li><li>Tương thích với sạc Magsafe, có thể sạc với hầu hết các thiết bị sạc không dây.</li></ul>","7d993b15-8ff2-4b1b-8f66-18b29873e3f2",810000,"900.000₫",900000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""9fd1ca9a-4a4f-9e89-0a3c-0e25e280609f"",""00000000-000000-000000-000000000001""]","8266c4ea-700d-b4e4-7099-e74d678c1c0d",2024-11-15T17:06:54Z,,"ốp-lưng-iphone-15-zagg-milan-with-magsafe","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_c7816b09dea64c7e9299dd0cf29354be~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_c7816b09dea64c7e9299dd0cf29354be~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/ốp-lưng-iphone-15-zagg-milan-with-magsafe","1731384701510253",false,"{""type"":""AMOUNT"",""value"":90000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Chất liệu : Graphene</li> \n <li>Dòng sản phẩm : iPhone 15</li> \n <li>Phân loại ốp : Ốp trong</li> \n <li>Tính năng : Hỗ trợ sạc MagSafe, Chống sốc, va đập, Chống ngả màu, Chống trầy xước</li> \n <li>Dùng được cho : iPhone 15</li> \n <li>Hãng sản xuất : ZAGG</li> \n <li>Thông số khác : Chất liệuGrapheneDòng sản phẩmiPhone 15Phân loại ốpỐp trongTính năngHỗ trợ sạc MagSafe, Chống sốc, va đập, Chống ngả màu, Chống trầy xướcDùng được choiPhone 15</li> \n <li>Thông tin hãng : Hãng sản xuấtZAGG</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Ốp lưng iPhone 15 Pro Max Silicone hỗ trợ sạc Magsafe","CSE-8","490.000₫",{},"wix:image://v1/65e081_56c3e5e03eef4fc9ba40c05dd1c48028~mv2.png/file.png#originWidth=358&originHeight=358","<ul></ul>","9f54f928-9bfb-4f41-b798-b9383e8a0401",490000,"490.000₫",490000,,"[""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""9fd1ca9a-4a4f-9e89-0a3c-0e25e280609f"",""00000000-000000-000000-000000000001""]","60ab06d7-6404-b0be-4867-46c7c175fbfe",2024-11-15T17:06:54Z,,"ốp-lưng-iphone-15-pro-max-silicone-hỗ-trợ-sạc-magsafe","physical",,[],,"[{""description"":"""",""id"":""65e081_56c3e5e03eef4fc9ba40c05dd1c48028~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_56c3e5e03eef4fc9ba40c05dd1c48028~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,,"VND","/product-page/ốp-lưng-iphone-15-pro-max-silicone-hỗ-trợ-sạc-magsafe","1731384701510269",false,"{""type"":""NONE"",""value"":0}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Dòng sản phẩm : iPhone 15 Pro Max</li> \n <li>Phân loại ốp : Ốp nhựa cứng</li> \n <li>Tính năng : Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây</li> \n <li>Hãng sản xuất : Apple Chính hãng</li> \n <li>Thông số khác : Dòng sản phẩmiPhone 15 Pro MaxPhân loại ốpỐp nhựa cứngTính năngHỗ trợ sạc MagSafe, Hỗ trợ sạc không dây</li> \n <li>Thông tin hãng : Hãng sản xuấtApple Chính hãng</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Ốp lưng Samsung Galaxy A14 2023 Clear Transparency","CSE-7","120.000₫",{},"wix:image://v1/65e081_1c43ecc0412a43e48abeaa89342497cf~mv2.png/file.png#originWidth=358&originHeight=358","<ul></ul>","b7176ee3-b081-4d25-adce-b868046c28d9",120000,"150.000₫",150000,,"[""ba50d86c-e59a-3e16-c3ae-5b7e152fb3c3"",""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""9fd1ca9a-4a4f-9e89-0a3c-0e25e280609f"",""00000000-000000-000000-000000000001""]","48e8911c-4f7e-b2da-5231-4797fb93d726",2024-11-15T17:06:54Z,,"ốp-lưng-samsung-galaxy-a14-2023-clear-transparency","physical",,"[{""text"":""SALE""}]",,"[{""description"":"""",""id"":""65e081_1c43ecc0412a43e48abeaa89342497cf~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_1c43ecc0412a43e48abeaa89342497cf~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,"SALE","VND","/product-page/ốp-lưng-samsung-galaxy-a14-2023-clear-transparency","1731384701510283",false,"{""type"":""AMOUNT"",""value"":30000}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Dòng sản phẩm : Galaxy A34</li> \n <li>Phân loại ốp : Chống sốc, Ốp trong</li> \n <li>Tính năng : Chống sốc, va đập</li> \n <li>Dùng được cho : Ốp lưng Samsung Galaxy A14 2023</li> \n <li>Hãng sản xuất : Samsung Chính hãng</li> \n <li>Thông số khác : Dòng sản phẩmGalaxy A34Phân loại ốpChống sốc, Ốp trongTính năngChống sốc, va đậpDùng được choỐp lưng Samsung Galaxy A14 2023</li> \n <li>Thông tin hãng : Hãng sản xuấtSamsung Chính hãng</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
,true,0,"Ốp lưng iPhone 16 Pro Max Apple With Magsafe Clear","CSE-6","1.429.000₫",{},"wix:image://v1/65e081_68e920a530ba4055914c47a6edd52a5a~mv2.png/file.png#originWidth=358&originHeight=358","<ul><li>Bảo vệ toàn diện cho iPhone 16 Pro Max khỏi va đập, rơi rớt</li><li>Chất liệu cao cấp chống trầy xước, giữ vẻ đẹp cho điện thoại</li><li>Tương thích hoàn hảo với sạc MagSafe, sạc nhanh, tiện lợi</li><li>Thiết kế thời trang, đa dạng màu, phù hợp mọi phong cách</li><li>Cầm nắm thoải mái, không trơn trượt</li></ul>","572041b2-90e3-45a8-bd51-71d74d2260c6",1429000,"1.429.000₫",1429000,,"[""b461f8bb-0fb4-7fba-6ad4-87019088f117"",""9fd1ca9a-4a4f-9e89-0a3c-0e25e280609f"",""00000000-000000-000000-000000000001""]","a8dfbe4d-6f1c-ba57-42ae-8e28b2dd9f39",2024-11-15T17:06:54Z,,"ốp-lưng-iphone-16-pro-max-apple-with-magsafe-clear","physical",,[],,"[{""description"":"""",""id"":""65e081_68e920a530ba4055914c47a6edd52a5a~mv2.png"",""link"":null,""src"":""wix:image://v1/65e081_68e920a530ba4055914c47a6edd52a5a~mv2.png/file.png#originWidth=358&originHeight=358"",""title"":"""",""type"":""Image""}]",false,[],,,"VND","/product-page/ốp-lưng-iphone-16-pro-max-apple-with-magsafe-clear","1731384701510299",false,"{""type"":""NONE"",""value"":0}","[{""title"":""Chi tiết sản phẩm"",""description"":""<ul> \n <li>Chất liệu : Polycarbonate</li> \n <li>Dòng sản phẩm : iPhone 16 Pro Max</li> \n <li>Phân loại ốp : Chống sốc, Ốp trong</li> \n <li>Tính năng : Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống ngả màu, Chống trầy xước</li> \n <li>Dùng được cho : iPhone 16 Pro Max</li> \n <li>Hãng sản xuất : Apple Chính hãng</li> \n <li>Thông số khác : Chất liệuPolycarbonateDòng sản phẩmiPhone 16 Pro MaxPhân loại ốpChống sốc, Ốp trongTính năngHỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống ngả màu, Chống trầy xướcDùng được choiPhone 16 Pro Max</li> \n <li>Thông tin hãng : Hãng sản xuấtApple Chính hãng</li> \n</ul>""},{""title"":""Chính sách Bảo hành & Đổi trả"",""description"":""<p>Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.</p>""},{""title"":""Thông tin Giao hàng"",""description"":""<p>Freeship toàn quốc</p>""}]",2024-11-12T04:11:41Z
